category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorwikimediapage	authorlastnamefirst	authorlastnamestrong	linkedtags	linkedtags2	sourceline	rightsline
Pagan Tuna	Jack W. Reeves	Code as Design	3	Essay	Copyright	Fall 1992		The Design Document is a Source Code Listing	<p> The final goal of any engineering activity is the some type of documentation. When a design effort is complete, the design documentation is turned over to the manufacturing team. This is a completely different group with completely different skills from the design team. If the design documents truly represent a complete design, the manufacturing team can proceed to build the product. In fact, they can proceed to build lots of the product, all without any further intervention of the designers. After reviewing the software development life cycle as I understood it, I concluded that the only software documentation that actually seems to satisfy the criteria of an engineering design is the source code listings. </p>	Jack W. Reeves	http://www.developerdotstar.com/mag/articles/reeves_design_main.html	What is Software Design?	http://www.developerdotstar.com/mag/articles/reeves_design_main.html		2012-11-11T12:54:44-08:00		269	Developer.*			jack-w-reeves	Jack_W._Reeves	Reeves, Jack W.	Jack W. <strong>Reeves</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Essay</span> <cite class='majortitle'>Code as Design</cite>, <cite class='minortitle'>&#8220;What is Software Design?&#8221;</cite>, <span class='publisher'>Developer.*</span>, <span class='datepublished'>Fall 1992</span>	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>Fall 1992</span> by <span class='rightsowner'>Jack W. Reeves</span>
Software Development	Donald G Reinertsen	The Principles of Product Development Flow: Second Generation Lean Product Development	3	Book	Copyright	2012	1935401009	Motionless Work Products	<p> In product development, our problem is virtually never motionless engineers. It is almost always motionless work products. </p>						2013-12-30T07:47:27-08:00		284	Celeritas Publishing			donald-g-reinertsen	Donald_G_Reinertsen	Reinertsen, Donald G	Donald G <strong>Reinertsen</strong>	software-development.html	software-development.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Principles of Product Development Flow: Second Generation Lean Product Development</cite>, <span class='publisher'>Celeritas Publishing</span>, <span class='datepublished'>2012</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1935401009/portablewisdo-20' class='isbn'>1935401009</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2012</span> 
Pagan Tuna	Donald G Reinertsen	The Principles of Product Development Flow: Second Generation Lean Product Development	3	Book	Copyright	2012	1935401009	Motionless Work Products	<p> In product development, our problem is virtually never motionless engineers. It is almost always motionless work products. </p>						2013-12-30T07:47:27-08:00		284	Celeritas Publishing			donald-g-reinertsen	Donald_G_Reinertsen	Reinertsen, Donald G	Donald G <strong>Reinertsen</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Principles of Product Development Flow: Second Generation Lean Product Development</cite>, <span class='publisher'>Celeritas Publishing</span>, <span class='datepublished'>2012</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1935401009/portablewisdo-20' class='isbn'>1935401009</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2012</span> 
Bureaucracy	Donald G Reinertsen	The Principles of Product Development Flow: Second Generation Lean Product Development	3	Book	Copyright	2012	1935401009	The Mind-Numbing Bureaucracy of Centralized Control	<p> As we shall see later, when high-quality decentralized economic information is absent, it is too often replaced by the mind-numbing bureaucracy of centralized control. </p>						2013-11-11T18:45:02-08:00		280	Celeritas Publishing			donald-g-reinertsen	Donald_G_Reinertsen	Reinertsen, Donald G	Donald G <strong>Reinertsen</strong>	bureaucracy.html	bureaucracy.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Principles of Product Development Flow: Second Generation Lean Product Development</cite>, <span class='publisher'>Celeritas Publishing</span>, <span class='datepublished'>2012</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1935401009/portablewisdo-20' class='isbn'>1935401009</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2012</span> 
Pagan Tuna	Donald G Reinertsen	The Principles of Product Development Flow: Second Generation Lean Product Development	3	Book	Copyright	2012	1935401009	The Mind-Numbing Bureaucracy of Centralized Control	<p> As we shall see later, when high-quality decentralized economic information is absent, it is too often replaced by the mind-numbing bureaucracy of centralized control. </p>						2013-11-11T18:45:02-08:00		280	Celeritas Publishing			donald-g-reinertsen	Donald_G_Reinertsen	Reinertsen, Donald G	Donald G <strong>Reinertsen</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Principles of Product Development Flow: Second Generation Lean Product Development</cite>, <span class='publisher'>Celeritas Publishing</span>, <span class='datepublished'>2012</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1935401009/portablewisdo-20' class='isbn'>1935401009</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2012</span> 
Lean	Donald G Reinertsen	The Principles of Product Development Flow: Second Generation Lean Product Development	3	Book	Copyright	2012	1935401009	Value-Added	<p> Many product developers blindly accept a definition of value-added that is used in the world of lean manufacturing. There, it is popular to say that an informed customer is the sole judge of value-added. This view is both economically incorrect and dangerous. </p>						2013-11-11T19:08:06-08:00		281	Celeritas Publishing			donald-g-reinertsen	Donald_G_Reinertsen	Reinertsen, Donald G	Donald G <strong>Reinertsen</strong>	lean.html	lean.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Principles of Product Development Flow: Second Generation Lean Product Development</cite>, <span class='publisher'>Celeritas Publishing</span>, <span class='datepublished'>2012</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1935401009/portablewisdo-20' class='isbn'>1935401009</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2012</span> 
Pagan Tuna	Donald G Reinertsen	The Principles of Product Development Flow: Second Generation Lean Product Development	3	Book	Copyright	2012	1935401009	Value-Added	<p> Many product developers blindly accept a definition of value-added that is used in the world of lean manufacturing. There, it is popular to say that an informed customer is the sole judge of value-added. This view is both economically incorrect and dangerous. </p>						2013-11-11T19:08:06-08:00		281	Celeritas Publishing			donald-g-reinertsen	Donald_G_Reinertsen	Reinertsen, Donald G	Donald G <strong>Reinertsen</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Principles of Product Development Flow: Second Generation Lean Product Development</cite>, <span class='publisher'>Celeritas Publishing</span>, <span class='datepublished'>2012</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1935401009/portablewisdo-20' class='isbn'>1935401009</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2012</span> 
Software Development.Requirements	Suzanne Robertson and James Robertson	Mastering the Requirements Process	3	Book	Copyright	1999	0201360462	Active Requirements Analysis	<p> The requirements analyst has to inject something new into the process: his vision of what the product might be. In other words, the requirements are not simply the passive interpretation of an existing piece of work, but contain inventions that will make the work easier, better, more interesting and more pleasant. </p>	ACM Press					2006-11-30T14:29:32-08:00		191				suzanne-robertson-and-james-robertson	Suzanne_Robertson_and_James_Robertson	Robertson, Suzanne and Robertson, James	Suzanne <strong>Robertson</strong> and James <strong>Robertson</strong>	software-development-requirements.html	software-development-requirements.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Mastering the Requirements Process</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201360462/portablewisdo-20' class='isbn'>0201360462</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>ACM Press</span>
Pagan Tuna	Suzanne Robertson and James Robertson	Mastering the Requirements Process	3	Book	Copyright	1999	0201360462	Active Requirements Analysis	<p> The requirements analyst has to inject something new into the process: his vision of what the product might be. In other words, the requirements are not simply the passive interpretation of an existing piece of work, but contain inventions that will make the work easier, better, more interesting and more pleasant. </p>	ACM Press					2006-11-30T14:29:32-08:00		191				suzanne-robertson-and-james-robertson	Suzanne_Robertson_and_James_Robertson	Robertson, Suzanne and Robertson, James	Suzanne <strong>Robertson</strong> and James <strong>Robertson</strong>	pagan-tuna.html	pagan-tuna.html	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Mastering the Requirements Process</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201360462/portablewisdo-20' class='isbn'>0201360462</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>ACM Press</span>
Ideas	Eleanor Roosevelt	unknown	3	unknown				Great minds discuss ideas	<p> Great minds discuss ideas, average ones discuss events, and small minds discuss people. </p>						2015-08-30T14:24:57-07:00		317				eleanor-roosevelt	Eleanor_Roosevelt	Roosevelt, Eleanor	Eleanor <strong>Roosevelt</strong>	ideas.html	ideas.html		
Pagan Tuna	Eleanor Roosevelt	unknown	3	unknown				Great minds discuss ideas	<p> Great minds discuss ideas, average ones discuss events, and small minds discuss people. </p>						2015-08-30T14:24:57-07:00		317				eleanor-roosevelt	Eleanor_Roosevelt	Roosevelt, Eleanor	Eleanor <strong>Roosevelt</strong>	pagan-tuna.html	pagan-tuna.html		
Practopian	Eleanor Roosevelt	unknown	3	unknown				Great minds discuss ideas	<p> Great minds discuss ideas, average ones discuss events, and small minds discuss people. </p>						2015-08-30T14:24:57-07:00		317				eleanor-roosevelt	Eleanor_Roosevelt	Roosevelt, Eleanor	Eleanor <strong>Roosevelt</strong>	practopian.html	practopian.html		
Thought	Bertrand Russell	unknown	3	unknown				Men Fear Thought	<p> Men fear thought as they fear nothing else on earth &#8212; more than ruin &#8212; more even than death.... Thought is subversive and revolutionary, destructive and terrible, thought is merciless to privilege, established institutions, and comfortable habit. Thought looks into the pit of hell and is not afraid. Thought is great and swift and free, the light of the world, and the chief glory of man. </p>						2006-11-30T14:29:31-08:00		192				bertrand-russell	Bertrand_Russell	Russell, Bertrand	Bertrand <strong>Russell</strong>	thought.html	thought.html		
